runNumber,xShift,crossingAngle,negAngle,axialRotation,negRot,zShift,density,interface
4665,6.8428,45.0,True,67.5929,True,2.9316,0.99,000110011001100110000
4670,7.1897,38.5102,True,67.1774,True,1.499,1.0,000110011001100110000
4671,7.2246,39.3686,True,73.0314,True,0.6543,0.97,000110011001100110000
4672,7.2719,43.9016,True,54.1454,True,0.5492,1.0,000110011001100110000
4673,7.5,41.9381,True,65.9204,True,1.8467,1.0,000110011001100110000
4679,7.5,40.1251,True,14.2073,True,4.3515,0.99,000110011001100110000
4680,7.0791,45.0,True,61.8677,True,3.6853,0.99,000110011001100110000
4682,7.4004,35.4375,True,72.0333,True,5.4645,0.98,000110011001100110000
4684,7.2784,42.0502,True,48.1349,True,1.4523,1.0,000110011001100110000
4687,7.4237,42.9749,True,62.618,True,3.3024,1.0,000110011001100110000
4688,7.4777,40.9084,True,17.0676,True,1.7829,1.0,000110011001100110000
